timestamp,test-class,test-method,time,description,result
2021-11-26 14:06:37.1,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,2320,"[1] recordIndex=0, moment=2021/11/26 12:30, author=Beatriz Vergara, text=I'm a fly, info=https://www.spotify.com/es/",OK
2021-11-26 14:06:39.158,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,1775,"[2] recordIndex=1, moment=2021/11/25 17:20, author=Ivan LLamas, text=I'm smart, info=https://www.spotify.com/es/",OK
2021-11-26 14:06:41.137,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,1724,"[3] recordIndex=2, moment=2021/11/25 12:30, author=Jorge Vergara, text=I'm weak, info=https://youtu.be/nCb_YtUslsw",OK
2021-11-26 14:06:43.175,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,1790,"[4] recordIndex=3, moment=2021/11/25 12:30, author=Jorge Vergara, text=I'm weak, info=https://youtu.be/nCb_YtUslsw",OK
2021-11-26 14:06:45.192,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,1753,"[5] recordIndex=4, moment=2021/11/25 12:00, author=Isabel Garcia, text=I'm strong, info=null",OK
2021-11-26 14:06:47.202,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,1755,"[6] recordIndex=5, moment=2021/11/25 12:00, author=Isabel Garcia, text=I'm strong, info=null",OK
2021-11-26 14:06:49.213,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,1759,"[7] recordIndex=6, moment=2021/11/25 10:00, author=Alejandro Ruiz, text=I'm a pro, info=https://www.youtube.com/",OK
2021-11-26 14:06:51.198,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,1730,"[8] recordIndex=7, moment=2021/11/25 10:00, author=Alejandro Ruiz, text=I'm a pro, info=https://www.youtube.com/",OK
2021-11-26 14:06:53.229,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,1792,"[9] recordIndex=8, moment=2021/11/25 10:00, author=Alejandro Ruiz, text=I'm sad, info=https://mail.google.com/",OK
2021-11-26 14:06:55.217,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,1744,"[10] recordIndex=9, moment=2021/11/24 12:15, author=Jorge Sanabria, text=I'm ugly, info=null",OK
2021-11-26 14:06:57.216,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,1751,"[11] recordIndex=10, moment=2021/11/23 18:00, author=Ivan LLamas, text=I'm a mad man, info=https://twitter.com",OK
2021-11-26 14:06:59.217,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,1745,"[12] recordIndex=11, moment=2021/11/22 12:30, author=Beatriz Vergara, text=I'm a moon, info=https://www.netflix.com/",OK
2021-11-26 14:07:01.241,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,1764,"[13] recordIndex=12, moment=2021/11/21 12:15, author=Jorge Sanabria, text=I'm spanish, info=null",OK
2021-11-26 14:07:03.278,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,1762,"[14] recordIndex=13, moment=2021/11/20 12:30, author=Jorge Vergara, text=I'm a sun, info=https://www.netflix.com/",OK
2021-11-26 14:07:05.221,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,1715,"[15] recordIndex=14, moment=2021/11/16 17:00, author=John Doe, text=I'm happy!, info=null",OK
2021-11-26 14:07:07.222,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,1775,"[16] recordIndex=15, moment=2021/11/15 19:00, author=Ivan Garcia, text=I'm angry!, info=https://twitter.com",OK
2021-11-26 14:07:09.256,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,1780,"[17] recordIndex=16, moment=2021/11/13 09:00, author=Alipiti doo, text=I'm shouting!, info=http://www.web.org",OK
2021-11-26 14:07:11.205,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,1738,"[18] recordIndex=17, moment=2021/11/11 10:00, author=Beatriz Ruiz, text=I'm bored, info=null",OK
2021-11-26 14:07:22.859,acme.testing.anonymous.shouts.ShoutCreateTest,createPositive,3351,"[1] recordIndex=0, author=Shout Test, text=Esto es una prueba, info=https://www.test.com/",OK
2021-11-26 14:07:26.57,acme.testing.anonymous.shouts.ShoutCreateTest,createPositive,3460,"[2] recordIndex=0, author=Prueba prueba, text=Esto es una prueba2, info=https://www.test2.com/",OK
2021-11-26 14:07:28.642,acme.testing.anonymous.shouts.ShoutCreateTest,createNegative,1841,"[1] author=Shout Test, text=sex, info=https://www.test.com/",OK
2021-11-26 14:07:30.744,acme.testing.anonymous.shouts.ShoutCreateTest,createNegative,1851,"[2] author=Prueba prueba, text=Esto es una prueba2, info=.test2.com/",OK
2021-11-26 14:07:45.958,acme.testing.administrator.parameters.AdministratorParametersUpdateTest,updatePositive,6347,"[1] threshold=20.00",OK
2021-11-26 14:07:51.703,acme.testing.administrator.parameters.AdministratorParametersUpdateTest,updateNegative,5528,"[1] threshold=-20.00",OK
2021-11-26 14:07:57.5,acme.testing.administrator.parameters.AdministratorParametersUpdateTest,updateNegative,5549,"[2] threshold=test",OK
2021-11-26 14:08:03.228,acme.testing.administrator.parameters.AdministratorParametersUpdateTest,updateNegative,5482,"[3] threshold=110.00",OK
